Transaction_ID,Cardholder_Name,Age,Gender,Transaction_Amount,Merchant_Name,Merchant_Category,City,Transaction_Time,International_Transaction,Card_Present,Failed_Attempts,Fraud
TXN1428,April Morris,40,Male,2596.86,"Smith, Velasquez and Kim",Electronics,Delhi,27-02-2026 16:40,1,0,4,1
TXN1429,Jacqueline Hayes,25,Male,217.95,Hahn Ltd,Food,Delhi,09-02-2026 17:40,0,0,4,1
TXN1430,Brittany Johnson,68,Female,365.57,"Owens, Doyle and Bird",Grocery,Mumbai,06-12-2025 11:36,0,1,3,0
TXN1431,Brenda Bell,38,Female,1944.1,"Gomez, Richardson and Scott",Food,Pune,21-09-2025 16:49,0,0,2,0
TXN1432,Bryan Stewart,24,Male,3921.37,Hanson Inc,Online Shopping,Bangalore,17-03-2026 16:43,0,1,4,1
TXN1433,Jennifer Holland,22,Female,3304.91,Savage LLC,Food,Bangalore,20-05-2025 20:31,0,0,5,1
TXN1434,Derek Mcdonald,64,Female,420.04,Johnson PLC,Fashion,Bangalore,29-09-2025 11:10,0,0,0,0
TXN1435,Lisa Stephenson,26,Female,1915.88,Mcdowell Group,Online Shopping,Gurgaon,20-03-2026 00:37,0,1,5,1
TXN1436,John Juarez,58,Female,3223.08,Nelson PLC,Online Shopping,Bangalore,08-01-2026 10:31,1,1,4,1
TXN1437,Michael Huerta,53,Male,1471.18,"Norris, English and Davis",Fashion,Gurgaon,22-08-2025 06:28,0,1,4,1
TXN1438,Heather Little,49,Male,3742.89,Thomas-Adams,Food,Bangalore,24-07-2025 02:30,0,1,1,0
TXN1439,Taylor Carlson,32,Male,562.93,"White, Rodriguez and Allen",Online Shopping,Gurgaon,05-11-2025 19:16,1,0,2,0
TXN1440,Roy Bird,31,Female,2202.63,Moore Group,Food,Bangalore,13-01-2026 05:49,0,1,5,1
TXN1441,Christopher Willis,37,Male,616.29,"Mayer, Graves and Hamilton",Fuel,Bangalore,23-07-2025 08:55,0,0,0,0
TXN1442,Maria Patterson,38,Male,1436.67,Li Group,Fashion,Gurgaon,05-04-2026 05:02,0,0,0,0
TXN1443,Ronald Porter,29,Male,4595.44,Lara-Williams,Online Shopping,Mumbai,19-04-2026 07:28,1,0,5,1
TXN1444,Ian Owens,38,Female,4892.2,Williams-Lewis,Fashion,Delhi,09-07-2025 19:55,0,0,3,0
TXN1445,Kayla Turner,49,Male,895.37,Davenport-Davis,Fuel,Mumbai,10-02-2026 05:58,0,1,0,0
TXN1446,Andrew Cunningham,39,Male,2702.39,"Rivera, Robertson and Barry",Online Shopping,Bangalore,11-08-2025 10:39,1,1,4,1
TXN1447,Antonio Burton,38,Female,3632.64,Harris-Li,Online Shopping,Chennai,28-07-2025 10:10,1,1,2,1
TXN1448,Elizabeth Harrison,40,Female,4205.11,Taylor Group,Healthcare,Pune,02-08-2025 17:04,1,1,4,1
TXN1449,Sandy Brown,50,Male,2546.72,Anthony-Sims,Fuel,Bangalore,28-10-2025 06:22,0,1,4,1
TXN1450,Jennifer Miller,47,Female,4367.88,Leon Group,Entertainment,Delhi,30-07-2025 22:54,0,0,1,0
TXN1451,Barbara Chapman,33,Male,4060.64,Copeland-Gomez,Fashion,Pune,08-05-2025 23:38,1,1,0,1
TXN1452,Heather Zuniga,21,Male,504.9,Hess Inc,Food,Bangalore,25-09-2025 18:07,0,1,2,0
TXN1453,Jordan Howard,42,Male,2779.87,Gibson-Olsen,Fuel,Pune,09-07-2025 21:14,1,1,2,0
TXN1454,Jessica Hawkins,19,Female,1783.37,Berger Inc,Fuel,Gurgaon,24-04-2026 18:49,0,1,3,0
TXN1455,Katherine Gillespie,39,Male,4241.76,"Newman, Anderson and Fry",Travel,Chennai,27-06-2025 06:29,1,0,0,1
TXN1456,Devin Harper,31,Male,1020.38,Ruiz-Smith,Online Shopping,Delhi,17-04-2026 17:25,0,0,2,0
TXN1457,Kim Taylor,48,Male,1534.97,"Stein, Ellis and Anthony",Entertainment,Mumbai,29-06-2025 09:04,0,0,1,0
TXN1458,Jennifer Weiss,21,Male,1933.03,Moody LLC,Grocery,Mumbai,26-12-2025 08:31,1,1,5,1
TXN1459,Alexis Bennett,52,Male,697.74,Jenkins PLC,Fuel,Chennai,19-09-2025 06:47,1,0,4,1
TXN1460,Thomas Kelly,27,Male,3101.75,"Cohen, Lopez and Blake",Online Shopping,Pune,20-08-2025 15:21,1,0,0,1
TXN1461,Michael Blackwell,24,Male,2410.05,Watts-Horn,Online Shopping,Chennai,24-04-2026 01:17,1,1,4,1
TXN1462,Andrew Stewart,33,Male,1134.94,Lindsey and Sons,Online Shopping,Chennai,26-08-2025 04:07,1,0,5,1
TXN1463,Thomas Johnson,35,Male,3014.71,"Ramsey, Chavez and Cook",Electronics,Pune,31-10-2025 08:52,0,0,5,1
TXN1464,Jonathan Allen,36,Male,302.17,Hill and Sons,Online Shopping,Bangalore,18-01-2026 16:11,1,1,1,0
TXN1465,Michael Sanders,55,Female,1057.11,"Ross, Atkinson and Watkins",Electronics,Bangalore,16-05-2025 08:53,1,1,4,1
TXN1466,April Reyes,53,Male,620.66,Perez-Horne,Food,Bangalore,14-01-2026 05:08,0,0,1,0
TXN1467,Margaret Chapman,69,Male,322.09,"Diaz, Zavala and Mathews",Entertainment,Gurgaon,29-08-2025 13:30,1,1,0,0
TXN1468,Kimberly Horn,62,Male,875.67,"Mcdaniel, Vasquez and Brown",Grocery,Chennai,22-10-2025 00:21,0,0,2,0
TXN1469,Brandon Wilson,32,Female,2055.43,Carrillo-Juarez,Entertainment,Chennai,18-02-2026 17:02,1,0,0,0
TXN1470,Sergio Bryant,43,Male,2942.97,"Robinson, Strong and Jefferson",Food,Mumbai,07-03-2026 17:51,1,1,2,0
TXN1471,Sarah Pruitt,30,Male,3504.26,"Martinez, Joyce and Houston",Electronics,Chennai,22-05-2025 05:56,1,0,5,1
TXN1472,Matthew Clark,34,Male,4648.79,Watson Inc,Healthcare,Delhi,17-03-2026 07:22,0,0,1,0
TXN1473,Julie Bird,52,Female,2153.99,"Lowe, Bell and Davies",Electronics,Bangalore,27-02-2026 23:21,0,0,0,0
TXN1474,Jeanne Taylor,38,Female,2296.35,Ryan-Garcia,Online Shopping,Bangalore,20-08-2025 00:35,1,0,1,0
TXN1475,Pamela Thomas,21,Male,258.71,"Walker, Reed and Green",Online Shopping,Chennai,16-07-2025 10:06,1,0,0,0
TXN1476,Darrell King,41,Male,3650.25,"Fowler, Johnson and Smith",Entertainment,Mumbai,15-06-2025 18:47,0,1,5,1
TXN1477,Cynthia Kemp,61,Female,685.42,"Craig, Murphy and Vasquez",Healthcare,Delhi,06-04-2026 08:17,1,1,0,0
TXN1478,Amy Mccormick,53,Female,76.88,"Phillips, Alvarado and Miller",Food,Bangalore,08-05-2025 18:11,1,1,5,1
TXN1479,David Lang,45,Male,1385.84,King Inc,Entertainment,Delhi,29-09-2025 13:45,1,0,1,0
TXN1480,Robert Swanson,33,Male,1862.32,Romero-Holt,Electronics,Bangalore,21-01-2026 15:35,0,1,3,0
TXN1481,Joy Garcia,26,Male,2442.98,"Conrad, Ross and Glass",Entertainment,Bangalore,04-11-2025 17:21,1,0,1,0
TXN1482,Richard Wood,60,Male,704.83,Berry-Carrillo,Grocery,Bangalore,23-10-2025 10:08,1,1,2,0
TXN1483,Joshua Jenkins,24,Female,441.26,Rodriguez-Weiss,Electronics,Mumbai,28-11-2025 04:30,0,0,3,0
TXN1484,Malik Doyle,41,Female,2805.24,Smith Group,Fuel,Pune,20-10-2025 06:59,1,0,1,0
TXN1485,Christina Duncan,61,Male,3940.69,"Moody, Howell and Clark",Electronics,Bangalore,16-12-2025 22:43,0,1,4,1
TXN1486,Thomas Orr,35,Female,733.38,Schwartz and Sons,Grocery,Bangalore,09-02-2026 23:17,1,1,0,0
TXN1487,Jason Davis,36,Male,1550.41,Cameron-Hernandez,Online Shopping,Mumbai,31-05-2025 15:44,0,1,4,1
TXN1488,Anthony Douglas,58,Male,119.96,Sanchez Group,Travel,Bangalore,10-01-2026 23:59,1,1,0,0
TXN1489,Kristen Calhoun,24,Female,3421.93,Klein Ltd,Travel,Delhi,22-07-2025 11:17,0,1,4,1
TXN1490,Bobby Walker,51,Female,2025.85,"Stephens, Miller and Melendez",Entertainment,Bangalore,25-03-2026 19:02,1,0,5,1
TXN1491,Kyle Vincent,66,Female,2722.26,Reynolds LLC,Fashion,Mumbai,22-10-2025 02:40,1,0,1,0
TXN1492,Jordan Jordan,38,Female,713.39,"Walter, Dyer and Martin",Electronics,Mumbai,15-04-2026 11:44,1,0,1,0
TXN1493,Paul Watson,27,Female,2316.85,Hanna-Elliott,Healthcare,Pune,02-01-2026 21:19,1,1,3,0
TXN1494,Paula Glover,41,Female,3936.98,Tucker LLC,Healthcare,Gurgaon,17-07-2025 18:06,0,1,2,0
TXN1495,Patricia Gutierrez,66,Female,1014.81,Morrison PLC,Food,Gurgaon,03-08-2025 08:15,1,0,3,0
TXN1496,Chelsea Garcia,63,Female,3773,Stephens PLC,Healthcare,Bangalore,15-12-2025 04:01,1,0,4,1
TXN1497,Amanda Mills,32,Female,4399.11,Fowler-Vargas,Entertainment,Bangalore,04-02-2026 14:14,1,1,4,1
TXN1498,Ronnie Moses,58,Male,2805.31,Esparza-Barnes,Food,Pune,27-07-2025 11:39,0,0,0,0
TXN1499,Anthony Munoz,20,Female,4547.01,Murray Inc,Food,Gurgaon,30-01-2026 17:49,1,0,2,1
TXN1500,Katrina Andrews,23,Female,1865.94,Armstrong-Turner,Fuel,Mumbai,01-08-2025 09:58,1,0,2,0
TXN1501,Gina Johnson,22,Female,4822.74,Johnson-Matthews,Travel,Chennai,12-08-2025 18:33,1,1,3,1
TXN1502,Alexander Salazar,45,Male,3789.83,Miller and Sons,Fuel,Pune,11-02-2026 19:46,1,1,0,1
TXN1503,Jared Benjamin,64,Female,987.25,Tate-Cooke,Online Shopping,Delhi,11-09-2025 20:23,1,0,1,0
TXN1504,Terry Taylor,37,Male,2793.52,"Cooper, Holmes and Jones",Food,Chennai,17-08-2025 12:38,1,0,4,1
TXN1505,Robert Williams,20,Male,4486.96,May Inc,Entertainment,Bangalore,09-05-2025 20:03,1,0,0,1
TXN1506,Jessica Sanchez,45,Male,1018.06,"Schwartz, Guerrero and Daniels",Electronics,Bangalore,29-04-2026 23:09,0,0,3,0
TXN1507,Amanda Moore,65,Female,769,Stewart LLC,Healthcare,Gurgaon,20-08-2025 21:55,1,0,5,1
TXN1508,Anna Savage,36,Female,4413.26,Harrell Group,Grocery,Gurgaon,25-04-2026 16:55,0,1,0,0
TXN1509,Holly Williams,62,Female,4920.71,"Bryan, Graham and Washington",Electronics,Delhi,16-04-2026 15:07,0,1,3,0
TXN1510,Travis Figueroa,45,Female,4410.82,Potter and Sons,Healthcare,Gurgaon,26-09-2025 05:14,0,1,4,1
TXN1511,Melissa Ross,42,Female,474.22,"Salazar, Ross and Smith",Fuel,Delhi,23-10-2025 08:07,1,1,1,0
TXN1512,James Simpson,22,Female,4867.55,"Clements, Baxter and Singleton",Electronics,Bangalore,15-08-2025 08:03,0,0,1,0
TXN1513,Audrey Cunningham,23,Male,3554.11,Smith and Sons,Healthcare,Chennai,08-05-2025 16:32,0,0,4,1
TXN1514,Michael Salazar,41,Male,2476.12,"Robinson, Deleon and Barber",Online Shopping,Mumbai,27-12-2025 16:13,0,1,5,1
TXN1515,Matthew Wood,43,Female,1229.26,Greene-Franklin,Fuel,Mumbai,02-12-2025 04:15,1,0,5,1
TXN1516,Ebony Mathews,50,Male,1206.97,Horne-Kelly,Entertainment,Gurgaon,09-11-2025 02:00,0,0,2,0
TXN1517,Margaret Davis,64,Female,964.39,"Martin, Saunders and Mcneil",Entertainment,Gurgaon,21-02-2026 04:53,0,0,5,1
TXN1518,Robert Griffith,34,Male,4208.82,Ball PLC,Fashion,Chennai,19-12-2025 13:14,0,0,2,0
TXN1519,Joseph Harris,50,Male,640.06,Holland Inc,Healthcare,Bangalore,09-08-2025 02:39,0,1,2,0
TXN1520,Brian Moore,57,Male,29.05,Brown-Barton,Fashion,Chennai,21-03-2026 21:35,1,1,0,0
TXN1521,Elizabeth Garza,37,Female,1143.63,Mendoza-Wallace,Entertainment,Pune,02-09-2025 05:38,0,1,3,0
TXN1522,Denise Bautista,42,Female,1085.49,"Schneider, Brandt and Sheppard",Fuel,Pune,15-12-2025 07:06,0,1,0,0
TXN1523,Daniel Moore,63,Male,3798.65,"Baker, Turner and Perez",Travel,Bangalore,29-03-2026 19:06,0,0,3,0
TXN1524,Alison Chen,30,Female,4495.25,"Lopez, Riley and Hill",Electronics,Mumbai,13-01-2026 03:35,1,0,2,1
TXN1525,David Gonzalez,44,Female,2806.6,Ellis PLC,Entertainment,Pune,06-02-2026 01:45,0,1,5,1
TXN1526,Diane Middleton,55,Female,1141.38,Grant-Davis,Travel,Gurgaon,14-06-2025 01:22,0,0,5,1
TXN1527,Andrew Larson,31,Female,2400.56,"Pitts, Hawkins and Reyes",Fashion,Mumbai,30-07-2025 20:17,0,1,5,1
TXN1528,Eric Savage,43,Female,4831.55,Green and Sons,Grocery,Bangalore,08-12-2025 11:44,0,1,2,0
TXN1529,Joseph Silva,63,Male,4554.74,Carr Inc,Food,Gurgaon,05-08-2025 19:13,1,1,3,1
TXN1530,Russell Patterson,62,Female,4814.42,"Flores, Mendoza and Walker",Entertainment,Chennai,05-03-2026 18:42,1,1,3,1
TXN1531,Gregg Marshall,36,Male,4365.04,"Moore, Bonilla and Wolfe",Electronics,Pune,07-01-2026 21:48,0,0,4,1
TXN1532,Erik Duffy,53,Female,491.71,"West, Clark and Jimenez",Grocery,Bangalore,25-07-2025 19:08,0,1,3,0
TXN1533,Theresa Harvey,42,Male,4124.43,Berry and Sons,Fuel,Pune,03-07-2025 01:00,1,0,2,1
TXN1534,Phillip Lynch,31,Male,3718.53,Mitchell-Brooks,Fashion,Pune,24-10-2025 00:13,1,0,1,1
TXN1535,Joshua West,58,Female,1658.74,Carrillo-Duran,Online Shopping,Mumbai,10-02-2026 18:45,1,0,4,1
TXN1536,Tracey Howard,66,Male,1433.6,"Brown, Schneider and Armstrong",Fashion,Delhi,13-08-2025 01:30,1,1,5,1
TXN1537,Andrea Anderson,67,Female,2871.01,Todd-Gilbert,Electronics,Gurgaon,09-12-2025 22:53,0,0,3,0
TXN1538,Sabrina Wood,54,Male,2998.9,Johnson-Wilson,Healthcare,Chennai,18-10-2025 19:37,1,0,2,0
TXN1539,Theresa Nash,34,Male,332.79,Moore-Wheeler,Food,Mumbai,03-03-2026 19:56,0,1,3,0
TXN1540,Jonathan Young Jr.,29,Female,2327.52,"Hall, Terry and Edwards",Online Shopping,Mumbai,22-04-2026 19:22,1,1,1,0
TXN1541,Amanda Castillo,69,Female,2222.47,Villarreal and Sons,Fashion,Pune,17-09-2025 06:50,0,0,5,1
TXN1542,Donna Barnett,37,Female,3946.12,Spears-Juarez,Grocery,Bangalore,09-11-2025 23:46,0,0,3,0
TXN1543,Matthew Harrington,45,Male,1178.58,Carpenter and Sons,Travel,Chennai,20-02-2026 15:38,1,0,5,1
TXN1544,Gabriella Vega,61,Female,4753.15,Carter-Stone,Fuel,Mumbai,26-11-2025 05:00,1,1,0,1
TXN1545,Wendy Lee,25,Female,3174.18,Harris-Pearson,Fuel,Delhi,18-08-2025 06:16,0,1,1,0
TXN1546,Jason Lutz,34,Female,208.43,Lewis LLC,Healthcare,Gurgaon,18-08-2025 20:22,1,1,3,0
TXN1547,Christopher Sheppard,59,Male,4857.95,Murphy-Patterson,Electronics,Chennai,03-02-2026 14:52,1,1,2,1
TXN1548,Diana Graham,57,Male,2354.02,Johnson Inc,Online Shopping,Gurgaon,12-09-2025 07:45,0,1,0,0
TXN1549,Mark Murphy,30,Male,2689.67,Michael PLC,Fuel,Bangalore,19-03-2026 13:52,1,1,5,1
TXN1550,Megan Frank,25,Female,193.24,Davis-Castaneda,Online Shopping,Pune,19-05-2025 21:20,0,1,4,1
TXN1551,Paul Allen,66,Female,1100.36,Logan Group,Grocery,Delhi,21-01-2026 16:47,0,1,5,1
TXN1552,April Thomas,58,Male,1991.11,"Garcia, Mendoza and Chen",Electronics,Mumbai,31-03-2026 11:00,1,1,0,0
TXN1553,Brittany Shelton,41,Male,2662.68,"Wright, Rogers and Hogan",Entertainment,Mumbai,09-03-2026 20:46,0,1,0,0
TXN1554,Ronald Randolph,56,Male,2472.8,Brown-Ramsey,Fashion,Delhi,13-08-2025 14:22,1,1,2,0
TXN1555,David Lewis,30,Male,4647.84,Carter-Frazier,Healthcare,Chennai,24-03-2026 03:01,0,0,3,0
TXN1556,Steven Flynn,36,Female,2061,"Ibarra, Andrews and Mcdonald",Fashion,Chennai,18-01-2026 15:53,0,1,0,0
TXN1557,Sara Marshall,62,Male,3594.96,Figueroa-Rios,Electronics,Delhi,30-08-2025 23:33,0,1,0,0
TXN1558,Amanda Young,44,Male,20.5,Brooks Ltd,Travel,Pune,30-11-2025 14:54,0,1,0,0
TXN1559,Terry Baker,64,Male,4359.27,Coleman-Austin,Grocery,Chennai,13-12-2025 02:37,1,0,5,1
TXN1560,Kevin Wheeler,50,Female,2286.62,"Ochoa, Lewis and Stevens",Travel,Gurgaon,14-02-2026 23:22,0,0,3,0
TXN1561,Carolyn Gonzalez,57,Female,3758.38,Cruz Group,Electronics,Chennai,24-09-2025 15:43,0,0,2,0
TXN1562,Timothy Wells,32,Female,3751.76,Sutton Group,Healthcare,Bangalore,22-08-2025 19:31,0,1,1,0
TXN1563,Patrick Hutchinson,68,Male,2972.37,Simmons-Wong,Travel,Delhi,14-08-2025 14:23,0,0,2,0
TXN1564,Richard Fox,26,Female,3066.74,Cooley-Pacheco,Healthcare,Chennai,10-04-2026 01:21,0,0,5,1
TXN1565,Daniel Mcguire,44,Female,3707.5,"Bryant, Bauer and Valenzuela",Fuel,Mumbai,03-02-2026 22:38,0,0,5,1
TXN1566,Sabrina Thomas,57,Male,4101.86,Farley and Sons,Electronics,Pune,13-08-2025 00:58,1,1,0,1
TXN1567,Curtis Swanson,62,Female,2002.85,Jacobson Group,Healthcare,Mumbai,15-05-2025 06:52,0,1,0,0
TXN1568,Christopher Kelley,40,Male,4085.45,Wolfe Group,Food,Pune,17-07-2025 06:47,1,0,2,1
TXN1569,Shannon Ramirez,35,Female,2025.45,"Martinez, Fisher and Dean",Food,Pune,23-02-2026 07:03,0,1,1,0
TXN1570,Mr. Andrew Deleon,47,Female,2237.63,"Smith, Hudson and Stein",Grocery,Mumbai,19-05-2025 01:38,1,1,3,0
TXN1571,Mark Gonzalez,61,Male,4584.01,Blake-Kane,Food,Gurgaon,05-03-2026 05:01,0,0,2,0
TXN1572,Larry Norman,65,Female,71.43,Maddox-Young,Healthcare,Mumbai,28-06-2025 06:05,1,1,3,0
TXN1573,Kimberly Richard,50,Female,2633.8,Goodman Inc,Online Shopping,Chennai,21-07-2025 04:13,0,1,4,1
TXN1574,Daniel Vincent,24,Male,721.54,"Harris, Chapman and Schmidt",Grocery,Pune,13-03-2026 03:40,0,0,3,0
TXN1575,Janice Smith,36,Female,136.98,"Johnson, Nguyen and Norris",Food,Delhi,01-01-2026 16:52,0,1,0,0
TXN1576,Christine Zhang,55,Female,4237.23,Lyons-Goodwin,Online Shopping,Gurgaon,12-11-2025 07:45,1,1,3,1
TXN1577,Keith Johnson,55,Male,2275.47,"Robles, Hancock and Patterson",Online Shopping,Pune,14-01-2026 14:51,0,1,4,1
TXN1578,Gerald Ford,47,Male,147.41,Henderson Group,Fashion,Delhi,01-03-2026 16:56,0,0,3,0
TXN1579,Whitney Good,43,Female,204.59,Rangel-Jones,Entertainment,Pune,09-05-2025 17:50,0,1,1,0
TXN1580,Phillip Young,23,Female,3783.51,"Arroyo, Cox and Yang",Food,Delhi,04-09-2025 18:04,0,0,1,0
TXN1581,Kenneth Smith,54,Female,4780.03,Smith Group,Electronics,Gurgaon,16-05-2025 01:18,0,1,5,1
TXN1582,Sean Miles,21,Male,4974.34,Hudson-Thomas,Electronics,Delhi,18-10-2025 11:12,0,0,4,1
TXN1583,Casey Griffin,64,Male,766.41,Ellis-Brown,Fuel,Bangalore,18-01-2026 12:19,1,0,3,0
TXN1584,Lauren Clark,22,Female,779.18,"Flores, Allen and Alexander",Travel,Chennai,06-07-2025 15:07,1,0,4,1
TXN1585,Andrew Morgan,39,Male,1242.07,Lee-French,Healthcare,Gurgaon,29-05-2025 09:38,1,0,1,0
TXN1586,Bryan Thomas,51,Female,1304.08,Hunter PLC,Electronics,Gurgaon,17-03-2026 11:20,1,1,5,1
TXN1587,Brandon Jordan,61,Male,1182.84,"Hansen, Thompson and Shelton",Fuel,Pune,19-12-2025 21:37,0,1,2,0
TXN1588,Thomas Baker,18,Male,2906.53,Johnson Group,Fashion,Delhi,01-08-2025 01:28,0,0,1,0
TXN1589,Mark Adams,28,Male,1044.47,"Davis, Diaz and Galvan",Grocery,Delhi,08-08-2025 00:41,0,0,1,0
TXN1590,Laura Chavez,57,Female,1635.86,"Williams, Lynch and Jackson",Healthcare,Gurgaon,06-12-2025 09:04,0,0,4,1
TXN1591,Catherine Hunter,25,Male,206.9,Buck and Sons,Online Shopping,Chennai,13-12-2025 23:05,1,0,5,1
TXN1592,Paula Smith,36,Female,670.54,Turner Group,Food,Gurgaon,05-02-2026 07:07,1,1,2,0
TXN1593,Nicole Jones,62,Male,2297.75,Conley Inc,Healthcare,Delhi,03-09-2025 06:47,0,0,2,0
TXN1594,Ricardo Hart,56,Male,632.86,Rowe Group,Online Shopping,Delhi,04-11-2025 08:00,1,0,5,1
TXN1595,April Gonzalez,29,Female,4848.34,"Cole, Smith and Smith",Fashion,Bangalore,11-12-2025 11:57,1,0,3,1
TXN1596,Melissa Perez,69,Female,4319.1,"Miller, Anderson and Barry",Grocery,Bangalore,06-11-2025 00:03,0,1,2,0
TXN1597,Andrea Thomas,50,Female,2817.93,Nelson PLC,Food,Gurgaon,16-10-2025 08:51,1,1,0,0
TXN1598,Miss Katherine Peck DVM,68,Male,4473.32,"Lambert, Miller and Stokes",Online Shopping,Mumbai,30-09-2025 10:13,0,0,2,1
TXN1599,Adam Torres,64,Female,3824.99,"Sanchez, Jefferson and Anderson",Grocery,Mumbai,20-08-2025 20:56,1,0,2,1
TXN1600,Susan Crawford,65,Female,4980.65,Bowen-Perkins,Grocery,Chennai,13-06-2025 07:56,1,1,0,1
TXN1601,Leslie Dorsey,34,Male,4236.37,Kaufman-May,Food,Pune,20-05-2025 20:22,0,1,5,1
TXN1602,Stanley Williams,20,Female,2247.11,Williams-Perez,Grocery,Mumbai,24-04-2026 12:55,1,0,4,1
TXN1603,Rebecca Solis,48,Male,3672.81,Contreras-Watson,Food,Pune,13-01-2026 06:12,1,1,5,1
TXN1604,Traci Shaffer,60,Female,4361.52,Hopkins Inc,Electronics,Pune,13-07-2025 07:25,0,0,3,0
TXN1605,Theresa Mcconnell,19,Female,1673.7,"Mendez, Coleman and Baird",Electronics,Pune,02-04-2026 04:11,0,1,0,0
TXN1606,Tara Lewis,47,Male,54.23,Pearson-Lucas,Food,Bangalore,18-04-2026 10:33,1,1,1,0
TXN1607,Brett Gray,66,Female,458.16,Webster-Garcia,Healthcare,Bangalore,07-04-2026 21:38,1,1,0,0
TXN1608,David Rocha,53,Male,4172.38,"Bush, Spence and Maynard",Electronics,Mumbai,06-05-2026 13:04,0,0,4,1
TXN1609,Kim Vance,57,Male,4686.08,Briggs-Richardson,Electronics,Mumbai,31-10-2025 19:40,1,1,3,1
TXN1610,Jeffrey Miranda,52,Female,3071.88,"Hutchinson, Sullivan and Macias",Entertainment,Delhi,23-01-2026 05:32,1,0,1,1
TXN1611,Amanda Jones,63,Female,1408.87,Bowman PLC,Fashion,Gurgaon,20-08-2025 22:30,1,0,2,0
TXN1612,Chase Walters,25,Male,563.88,"Hooper, Willis and Williams",Travel,Chennai,31-10-2025 14:56,1,0,1,0
TXN1613,Elizabeth Wallace,62,Male,4776.02,Newman Inc,Healthcare,Mumbai,04-01-2026 22:25,0,0,1,0
TXN1614,Audrey Luna,57,Female,573.53,"Nguyen, Townsend and Weber",Entertainment,Pune,26-11-2025 17:41,0,1,5,1
TXN1615,Joseph Harris,19,Female,373.78,Daugherty-Miller,Travel,Delhi,24-04-2026 03:54,1,1,3,0
TXN1616,Kathleen Swanson,51,Male,1412.21,King Inc,Electronics,Gurgaon,04-10-2025 13:45,0,0,5,1
TXN1617,Sandra Mathews,44,Male,119.91,Smith Ltd,Grocery,Delhi,18-09-2025 07:02,0,0,0,0
TXN1618,Susan Strickland,34,Male,3205.98,Reese Group,Entertainment,Bangalore,11-08-2025 07:22,0,1,4,1
TXN1619,Mark Hamilton,36,Male,3242.61,"Williams, Rose and Wood",Grocery,Delhi,05-10-2025 10:46,0,1,5,1
TXN1620,Michael Horn,27,Male,2933.47,Lopez Ltd,Electronics,Bangalore,14-03-2026 08:21,0,0,1,0
TXN1621,Jennifer Thomas,31,Female,2321.23,"Morgan, Francis and Wilson",Grocery,Mumbai,15-03-2026 04:26,1,1,5,1
TXN1622,Jeffrey Barajas,47,Female,2605.65,"Wu, Alexander and Orozco",Grocery,Gurgaon,14-10-2025 05:33,1,0,1,0
TXN1623,Cynthia Patterson,29,Female,2488.51,Hernandez Ltd,Food,Mumbai,21-07-2025 09:45,1,1,1,0
TXN1624,Carl Kim,28,Female,1365.02,"Roberts, Christensen and Parker",Travel,Delhi,19-03-2026 12:44,0,1,0,0
TXN1625,Nicholas Romero,46,Female,243.79,Brown Ltd,Entertainment,Pune,31-01-2026 06:03,1,0,0,0
TXN1626,Nicole Ruiz,40,Male,2920.5,Wagner Inc,Fashion,Gurgaon,16-08-2025 19:35,0,1,4,1
TXN1627,Elizabeth Davis,61,Male,3707.11,"Hernandez, Reid and Young",Online Shopping,Mumbai,01-12-2025 16:44,0,1,0,0
TXN1628,Carolyn Harrington,60,Female,1359.26,Gray-Nelson,Fuel,Pune,26-11-2025 16:37,1,1,3,0
TXN1629,Alejandro Baldwin,35,Female,4460.44,"Wise, Baker and Riley",Entertainment,Bangalore,17-12-2025 08:52,0,0,5,1
TXN1630,Michael Contreras,65,Female,4682.24,Bishop-Hebert,Food,Delhi,09-11-2025 23:24,1,0,1,1
TXN1631,Johnny Davis,40,Female,2474.13,"Chaney, Carter and Rivera",Online Shopping,Bangalore,25-06-2025 03:46,0,0,1,0
TXN1632,Daniel Mosley,64,Male,843.1,"Johnson, Gallegos and Mitchell",Food,Chennai,14-09-2025 15:04,0,1,0,0
TXN1633,Tammy Ramirez,41,Male,3807.58,"Willis, Hammond and Grant",Food,Pune,07-08-2025 23:54,1,1,0,1
TXN1634,Linda Smith,47,Male,1352.15,Pearson Inc,Travel,Mumbai,01-06-2025 09:22,1,1,3,0
TXN1635,Justin Johns,54,Male,250.45,Lee PLC,Healthcare,Pune,26-01-2026 05:53,0,0,3,0
TXN1636,Jessica Carr,58,Female,2385.08,Burgess Group,Online Shopping,Bangalore,12-12-2025 14:06,0,1,3,0
TXN1637,Mark Hanson,58,Male,271.25,Kelly-Rodriguez,Electronics,Delhi,24-04-2026 10:04,0,0,4,1
TXN1638,Tracy Hickman,53,Male,4253.24,"Hudson, Thomas and Waller",Online Shopping,Gurgaon,21-04-2026 19:32,0,1,5,1
TXN1639,Kristine Alvarez,28,Male,3655.18,"Johnson, Duran and Wheeler",Travel,Bangalore,27-01-2026 15:18,0,1,4,1
TXN1640,Pamela Armstrong,62,Male,1483.55,Gardner-Nelson,Grocery,Mumbai,03-10-2025 20:34,0,0,3,0
TXN1641,Joel Smith,35,Female,3688.11,Munoz-Smith,Electronics,Bangalore,15-06-2025 15:57,1,0,4,1
